Time t / s,Events N,Channel n,Energy E / keV
0,0,0,-1.3277906976744
1.001,0,1,-1.12211627906975
2,0,2,-0.916441860465103
3,0,3,-0.710767441860451
4.001,0,4,-0.5050930232558
5,0,5,-0.299418604651152
6,0,6,-0.0937441860464965
7,0,7,0.111930232558151
8.001,0,8,0.317604651162803
9,0,9,0.523279069767455
10,0,10,0.728953488372106
11,0,11,0.934627906976758
12.001,0,12,1.14030232558141
13.001,0,13,1.34597674418606
14.001,0,14,1.55165116279071
15,0,15,1.75732558139536
16.001,0,16,1.96300000000001
17.001,0,17,2.16867441860466
18.001,0,18,2.37434883720931
19,0,19,2.58002325581396
20,0,20,2.78569767441862
21.001,0,21,2.99137209302327
22,0,22,3.19704651162792
23.001,0,23,3.40272093023257
24.001,0,24,3.60839534883722
25.001,0,25,3.81406976744187
26,0,26,4.01974418604652
27,0,27,4.22541860465117
28.001,0,28,4.43109302325582
29.001,0,29,4.63676744186047
30,0,30,4.84244186046513
,0,31,5.04811627906978
,0,32,5.25379069767443
,0,33,5.45946511627908
,0,34,5.66513953488373
,0,35,5.87081395348838
,0,36,6.07648837209303
,0,37,6.28216279069768
,0,38,6.48783720930233
,0,39,6.69351162790698
,0,40,6.89918604651164
,0,41,7.10486046511629
,0,42,7.31053488372094
,0,43,7.51620930232559
,1,44,7.72188372093024
,2,45,7.92755813953489
,0,46,8.13323255813954
,2,47,8.33890697674419
,5,48,8.54458139534884
,4,49,8.7502558139535
,8,50,8.95593023255815
,6,51,9.1616046511628
,4,52,9.36727906976745
,9,53,9.5729534883721
,9,54,9.77862790697675
,11,55,9.9843023255814
,13,56,10.1899767441861
,12,57,10.3956511627907
,8,58,10.6013255813954
,7,59,10.807
,13,60,11.0126744186047
,10,61,11.2183488372093
,12,62,11.424023255814
,16,63,11.6296976744186
,17,64,11.8353720930233
,9,65,12.0410465116279
,9,66,12.2467209302326
,9,67,12.4523953488372
,8,68,12.6580697674419
,20,69,12.8637441860465
,12,70,13.0694186046512
,8,71,13.2750930232558
,7,72,13.4807674418605
,11,73,13.6864418604651
,18,74,13.8921162790698
,12,75,14.0977906976744
,14,76,14.3034651162791
,16,77,14.5091395348837
,11,78,14.7148139534884
,9,79,14.920488372093
,17,80,15.1261627906977
,13,81,15.3318372093023
,14,82,15.537511627907
,14,83,15.7431860465116
,17,84,15.9488604651163
,10,85,16.1545348837209
,20,86,16.3602093023256
,17,87,16.5658837209302
,17,88,16.7715581395349
,9,89,16.9772325581395
,11,90,17.1829069767442
,20,91,17.3885813953488
,24,92,17.5942558139535
,15,93,17.7999302325581
,20,94,18.0056046511628
,19,95,18.2112790697674
,16,96,18.4169534883721
,19,97,18.6226279069767
,7,98,18.8283023255814
,14,99,19.033976744186
,18,100,19.2396511627907
,18,101,19.4453255813953
,19,102,19.651
,19,103,19.8566744186047
,22,104,20.0623488372093
,17,105,20.268023255814
,15,106,20.4736976744186
,19,107,20.6793720930233
,24,108,20.8850465116279
,19,109,21.0907209302326
,11,110,21.2963953488372
,21,111,21.5020697674419
,19,112,21.7077441860465
,18,113,21.9134186046512
,22,114,22.1190930232558
,20,115,22.3247674418605
,21,116,22.5304418604651
,23,117,22.7361162790698
,16,118,22.9417906976744
,26,119,23.1474651162791
,29,120,23.3531395348837
,23,121,23.5588139534884
,22,122,23.764488372093
,31,123,23.9701627906977
,20,124,24.1758372093023
